,Title,Content
4880,National Gallery of Art,"The National Gallery of Art, and its attached Sculpture Garden, is a national art museum in Washington, D.C., located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW.  Open to the public and free of charge, the museum was privately established in 1937 for the American people by a joint resolution of the United States Congress.  Andrew W. Mellon donated a substantial art collection and funds for construction.  The core collection includes major works of art donated by Paul Mellon, Ailsa Mellon Bruce, Lessing J. Rosenwald, Samuel Henry Kress, Rush Harrison Kress, Peter Arrell Brown Widener, Joseph E. Widener, and Chester Dale.  The Gallery's collection of paintings, drawings, prints, photographs, sculpture, medals, and decorative arts traces the development of Western Art from the Middle Ages to the present, including the only painting by Leonardo da Vinci in the Americas and the largest mobile created by Alexander Calder."
4881,Barrymore Madonna,"The Barrymore Madonna is a 1508-1510 painting by Antonio da Correggio.  It has been known since the 18th century, when it was probably in the collection of John Smith Barry (grandfather of Arthur Smith-Barry, 1st Baron Barrymore) at Marbury Hall near Northwich in Cheshire, UK.  His heirs auctioned it at Sotheby's in London on 21 June 1933 as a work by Mantegna, by whom the young Correggio was strongly influenced.  At that auction, it was bought by the Duveen Brothers, who then sold it in March 1937 to Samuel Henry Kress, who gave it to the new National Gallery of Art in Washington, where it now hangs."
4882,"S.H. Kress &amp; Co. Building (Nogales, Arizona)","S. H. Kress, & Co.  Building is a historic commercial building in Nogales, Arizona.  Built sometime between 1917 and 1930, the building's stylized ""Kress"" on its pedimented parapet identifies its original use as part of the S. H. Kress & Co. chain of ""five and dime"" retail department stores."
4883,S. H. Kress &amp; Co.,"S. H. Kress & Co. was the trading name of a chain of ""five and dime"" retail department stores in the United States, established by Samuel Henry Kress, which operated from 1896 to 1981.  In the first half of the 20th century, there were Kress stores with ornamented architecture on ""Main Street"" in hundreds of cities and towns."
4884,TVXQ,"TVXQ (stylized as TVXQ!) , an initialism for Tong Vfang Xien Qi (), is a South Korean pop duo consisting of U-Know Yunho and Max Changmin.  They are known as Tohoshinki (東方神起 , Tōhōshinki ) in Japanese releases, and are sometimes referred to as DBSK, an abbreviation of their Korean name Dong Bang Shin Ki ().  Their name roughly translates to ""Rising Gods of the East""."
4885,Tone: Live Tour 2012,"Tone: Live Tour 2012 (stylized as Tohohsinki Live Tour 2012 ～TONE～), also known as the Tone Tour, was the fifth Japanese concert tour (eighth overall) by South Korean pop group Tohoshinki, in support of their fifth Japanese studio album ""Tone"" (2011).  The Tone Tour was Tohoshinki's first concert in three years, and the first tour by the group since becoming a two-piece band with members Yunho and Changmin."
4886,List of songs recorded by TVXQ,"South Korean pop duo TVXQ, known as Tohoshinki (東方神起 , Tōhōshinki ) in Japanese releases, have released 7 Korean studio albums, 8 Japanese studio albums, one Korean EP, three Japanese compilations albums, 22 official Korean singles, and 43 official Japanese singles.  They have collaborated with other artists for their album and promotional releases.  TVXQ debuted as a five-piece boy band in 2003 under S.M. Entertainment and made their Japanese debut in 2005 under Avex Group.  Aside from Korean and Japanese, TVXQ have also recorded Mandarin-language versions of their Korean singles."
4887,Last Angel,"""Last Angel feat.  Tohoshinki"" (stylized as ""LAST ANGEL feat.  東方神起"") is the 38th single by Japanese singer Kumi Koda and is a collaboration with South Korean boy band TVXQ/Tohoshinki, released on November 7, 2007 in Japan.  It charted at #3 on Oricon and stayed on the charts for twelve weeks.  The single was released in CD and CD+DVD."
4888,TVXQ singles discography,"South Korean pop group TVXQ, known as Tohoshinki (東方神起 , Tōhōshinki ) in Japanese releases, have released 67 official singles (including 1 as a co-featuring artist), 15 unofficial promotional singles, 9 featured appearances, and 30 soundtrack appearances.  The group signed with S.M. Entertainment in 2003 and released their debut single ""Hug"" in January 2004, peaking at number four on the Monthly Albums Chart of the Music Industry Association of Korea (MIAK).  Their following single ""The Way U Are"", released in June 2004, entered the MIAK Monthly Albums Chart at number one."
4889,TVXQ albums discography,"South Korean pop group TVXQ, known as Tohoshinki (東方神起 , Tōhōshinki ) in Japanese releases, have released sixteen studio albums (five which were re-released under different titles), three compilation albums, nine live albums, one extended play, four remix albums, one soundtrack album and one box set.  The group has sold over 12 million physical records since 2004, including nearly 8 million in Japan, making them one of the best-selling K-pop acts of all time."
4890,Bolero / Kiss the Baby Sky / Wasurenaide,"""Bolero / Kiss the Baby Sky / Wasurenaide"" (Bolero / Kiss the Baby Sky / 忘れないで , Borero / Kisu Za Beibī Sukai / Wasurenaide , lit.  Bolero / Kiss the Baby Sky / Don't Forget) is Tohoshinki's 25th Japanese single, released on January 21, 2009.  Bolero was the theme song for the Japanese movie, ""Subaru (昴)"".  The movie is named after the ballerina lead named Subaru, which released on March 20, 2009.  Tohoshinki made their debut screen on Subaru.  The members of Tohoshinki appeared in one scene in which Meisa Kuroki’s character visited a bar; where they performed on a stage during the scene."
4891,Sakuramichi,"""Sakuramichi"" (サクラミチ, lit.  Cherry Blossom Road) is the 43rd Japanese single by South Korean pop duo Tohoshinki, released by Avex Trax.  It was made available in three physical versions – a CD+DVD version, a CD only version, and a fan club edition exclusively for Tohoshinki's Japanese fan club, Bigeast.  ""Sakuramichi"" was first made available for download in Japan on February 11, 2015, followed by the official physical release on February 25, 2015.  Calling it their graduation song, ""Sakuramichi"" was promoted as Tohoshinki's tenth debut anniversary single in Japan.  Written and produced by Katsuhiko Yamamoto, the lyrics of ""Sakuramichi"" are about facing new life adventures with optimism."
4892,Complete Set Limited Box,"The Complete Set Limited Box is a box set released by South Korean pop group, Tohoshinki.  It is a series of two Japanese compilation albums released by the Avex sub-label Rhythm Zone on June 30, 2010, two months after former Tohoshinki members Jejung, Yuchun, and Junsu left the band to form JYJ.  The first compilation album in the series, Complete: Single A-Side Collection, includes all A-side singles released by Tohoshinki since their Japanese debut in April 2005.  The second album, the Single B-Side Collection, consists of twelve popular B-side tracks Tohoshinki released over the years.  The two albums were compiled together in the exclusive ""Complete Set Limited Box"", which was also released on June 30, 2010.  The limited edition includes a 1,000-piece jigsaw puzzle."
4893,Hug (song),"""Hug"" (Korean: 포옹) is the debut single by South Korean pop group TVXQ.  Written by Park Chang-hyun and produced by Lee Soo-man of S.M. Entertainment, ""Hug"" was first performed at a joint showcase featuring label mate BoA and American singer Britney Spears on December 26, 2003, TVXQ's official debut day.  The song was later released as a CD maxi single on January 14, 2004 in South Korea.  Its accompanying music video was filmed in December 2003 at the Ilsan Art House.  The follow-up promotional song, ""My Little Princess"", was written by Hwang Sung-jae."
